RowID,Model,Caption Notes,annotator,video_path,Prompt,Question,Answer,Categorization-1,Categorization-2
94,Sora,,.,./Sora/1pMjTACK_44BPlEbada66Gl9QxS_6dIEB.mp4,two bowling balls are moving fast on the bowling track. Then these two bowling balls hit down all the pins,Do the pins react realistically when struck by the balls?,Yes,Physics,Physics - Motion
94,Veo2,,.,./Veo2/12vDG7LDIZjhqSSdlKrUTlJKFUxNfZ7Jo.mp4,two bowling balls are moving fast on the bowling track. Then these two bowling balls hit down all the pins,Is the lighting consistent and sufficient throughout the video to clearly view the bowling balls and pins?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
94,Sora,,.,./Sora/1pMjTACK_44BPlEbada66Gl9QxS_6dIEB.mp4,two bowling balls are moving fast on the bowling track. Then these two bowling balls hit down all the pins,Is the lighting consistent and sufficient throughout the video to clearly view the bowling balls and pins?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Camera Dynamics
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,Does the video show someone performing an action on a boat?,Yes,Alignment,Spatial-temporal Consistency - Temporal Dynamics
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,Does the video show someone performing an action on a boat?,Yes,Alignment,Spatial-temporal Consistency - Temporal Dynamics
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,What action is the person performing in the video?,Jumping off,Alignment,Spatial-temporal Consistency - Spatial Dynamics
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,What action is the person performing in the video?,Jumping off,Alignment,Spatial-temporal Consistency - Spatial Dynamics
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,Where is the boat when someone jumps off?,In the lake,Alignment,Alignment - Spatial Relationships
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,Where is the boat when someone jumps off?,In the lake,Alignment,Alignment - Spatial Relationships
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,Is the boat stationary or moving?,Moving,Alignment,Spatial-temporal Consistency - Temporal Dynamics
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,Is the boat stationary or moving?,Moving,Alignment,Spatial-temporal Consistency - Temporal Dynamics
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,What happens to a person's motion in water after jumping off?,The person descends downwards due to gravity.,Physics,Physics - Motion
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,What happens to a person's motion in water after jumping off?,The person descends downwards due to gravity.,Physics,Physics - Motion
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,Is the water environment depicted as a typical lake with surrounding land?,Yes,Alignment,Common Sense - Knowledge
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,Is the water environment depicted as a typical lake with surrounding land?,Yes,Alignment,Alignment - Entity Properties
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,"Are there any sudden changes in the lake environment, like water disappearing?",No,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,"Are there any sudden changes in the lake environment, like water disappearance?",No,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,Does a person vanish or adapt to swim or float upon entering water?,Adapts to a swimming or floating posture,Physics,Spatial-temporal Consistency - Temporal Dynamics
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,Does a person vanish or adapt to swim or float upon entering water?,Adapts to a swimming or floating posture,Physics,Spatial-temporal Consistency - Temporal Dynamics
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,Does the video maintain a smooth transition when the person jumps off the boat?,Follows a smooth transition,Spatial-temporal consistency,Spatial-temporal Consistency - Camera Dynamics
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,Does the video maintain a smooth transition when the person jumps off the boat?,Follows a smooth transition,Spatial-temporal consistency,Spatial-temporal Consistency - Camera Dynamics
95,Veo2,,.,./Veo2/13TpJ6HOssU12Yt1EiwWntwrPlQQxCOr_.mp4,A person jumps off a boat that is floating in the lake,Will the boat rock slightly when someone jumps off due to the imparted force?,Yes,Physics,Physics - Motion
95,Sora,,.,./Sora/1bvxmAy9S3v7snJUAGYbBlTCcZulY9z6e.mp4,A person jumps off a boat that is floating in the lake,Will the boat rock slightly when someone jumps off due to the imparted force?,Yes,Physics,Physics - Motion
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,Does an ice cube melt on a hot iron pot?,Yes,Physics,Physics - State Transition
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,Does an ice cube melt on a hot iron pot?,Yes,Physics,Physics - State Transition
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,What is the initial state of an object placed on a pot?,Solid,Alignment,Physics - State Transition
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,What is the initial state of the object on the pot?,Solid,Alignment,Physics - State Transition
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,What state change is expected for the ice cube in the video?,It should change from solid to liquid.,Physics,Physics - State Transition
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,What state change is expected for the ice cube in the video?,It should change from solid to liquid,Physics,Physics - State Transition
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,Does the ice cube's size change throughout the video?,"Yes, it decreases.",Physics,Spatial-temporal Consistency - Temporal Dynamics
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,Does the size of the ice cube decrease throughout the video?,"Yes, it decreases",Physics,Spatial-temporal Consistency - Temporal Dynamics
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,Is the hot iron pot visible in the entire video?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,Is the hot iron pot visible in the entire video?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,Do any parts of the hot iron pot move or change shape in the video?,No,Physics,Spatial-temporal Consistency - Temporal Dynamics
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,Do any parts of the hot iron pot move or change shape in the video?,No,Physics,Spatial-temporal Consistency - Temporal Dynamics
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,Does the iron pot remain stationary in the video?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,Does the iron pot remain stationary in the video?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,Should ice emit steam or vapor as it melts?,Yes,Physics,Physics - State Transition
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,Should ice emit steam or vapor as it melts?,Yes,Physics,Physics - State Transition
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,What visual effects indicate that a pot is hot?,Visual effects such as glowing red or sizzling sounds indicate heat.,Alignment,Physics - State Transition
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,What visual effects indicate that a pot is hot?,Visual effects such as glowing red or sizzling sounds can indicate that a pot is hot.,Alignment,Physics - State Transition
96,Veo2,,.,./Veo2/1TRtaU2Aog5xM7-Vz51Yc3T9h9yjLAOOY.mp4,An ice cube is placed on a hot iron pot,Does the ice cube jump off the pot or float at any point?,No,Physics,Spatial-temporal Consistency - Temporal Dynamics
96,Sora,,.,./Sora/1iFeX2nYHrRmBqXipRpZKmlPtJvNMQwhO.mp4,An ice cube is placed on a hot iron pot,Does the ice cube jump off the pot or float at any point?,No,Physics,Spatial-temporal Consistency - Temporal Dynamics
97,Veo2,,.,./Veo2/1cQi8FFm2B4QrVrXbALM42jfkV6JdvGCe.mp4,A man mixes Vinegar and baking soda in a glass,What is the result of mixing vinegar and baking soda in a glass?,"A chemical reaction occurs, producing bubbles and foam.",Physics,Physics - State Transition
97,Sora,,.,./Sora/1vs6lrpIdBLRB3rVQyQ2fe95MESBV36de.mp4,A man mixes Vinegar and baking soda in a glass,What is the result of mixing vinegar and baking soda in a glass?,"A chemical reaction occurs, producing bubbles and foam.",Physics,Physics - State Transition
97,Veo2,,.,./Veo2/1cQi8FFm2B4QrVrXbALM42jfkV6JdvGCe.mp4,A man mixes Vinegar and baking soda in a glass,Will a glass containing a mixture of vinegar and baking soda remain stable during the reaction?,The glass should remain stable and not be knocked over.,Physics,Physics - Motion
97,Sora,,.,./Sora/1vs6lrpIdBLRB3rVQyQ2fe95MESBV36de.mp4,A man mixes Vinegar and baking soda in a glass,Will a glass containing a mixture of vinegar and baking soda remain stable during the reaction?,The glass should remain stable and not be knocked over.,Physics,Physics - Motion
97,Veo2,,.,./Veo2/1cQi8FFm2B4QrVrXbALM42jfkV6JdvGCe.mp4,A man mixes Vinegar and baking soda in a glass,What is the consistency of the foam produced by mixing vinegar and baking soda?,The foam is typically thick.,Physics,Physics - State Transition
97,Sora,,.,./Sora/1vs6lrpIdBLRB3rVQyQ2fe95MESBV36de.mp4,A man mixes Vinegar and baking soda in a glass,What is the consistency of the foam produced by mixing vinegar and baking soda?,The foam is typically thick.,Physics,Common Sense - Knowledge
97,Veo2,,.,./Veo2/1cQi8FFm2B4QrVrXbALM42jfkV6JdvGCe.mp4,A man mixes Vinegar and baking soda in a glass,How does adding baking soda to vinegar affect the volume inside the glass?,"The volume increases, causing bubbling and rising foam.",Physics,Physics - State Transition
97,Sora,,.,./Sora/1vs6lrpIdBLRB3rVQyQ2fe95MESBV36de.mp4,A man mixes Vinegar and baking soda in a glass,How does adding baking soda to vinegar affect the volume inside the glass?,"The volume increases, causing bubbling and rising foam.",Physics,Physics - State Transition
97,Veo2,,.,./Veo2/1cQi8FFm2B4QrVrXbALM42jfkV6JdvGCe.mp4,A man mixes Vinegar and baking soda in a glass,Does mixing vinegar with baking soda change the color of the mixture?,"No significant color change occurs, though it may become slightly cloudier from foam and bubbles.",Physics,Physics - State Transition
97,Sora,,.,./Sora/1vs6lrpIdBLRB3rVQyQ2fe95MESBV36de.mp4,A man mixes Vinegar and baking soda in a glass,Does mixing vinegar with baking soda change the color of the mixture?,"No significant color change occurs, though it may become slightly cloudier from foam and bubbles.",Physics,Physics - State Transition
97,Veo2,,.,./Veo2/1cQi8FFm2B4QrVrXbALM42jfkV6JdvGCe.mp4,A man mixes Vinegar and baking soda in a glass,Can the reaction between vinegar and baking soda be reversed by simple physical means once mixed?,"No, the reaction cannot be reversed by simple physical means.",Physics,Physics - State Transition
97,Sora,,.,./Sora/1vs6lrpIdBLRB3rVQyQ2fe95MESBV36de.mp4,A man mixes Vinegar and baking soda in a glass,Can the reaction between vinegar and baking soda be reversed by simple physical means once mixed?,"No, the reaction cannot be reversed by simple physical means.",Physics,Physics - State Transition
97,Veo2,,.,./Veo2/1cQi8FFm2B4QrVrXbALM42jfkV6JdvGCe.mp4,A man mixes Vinegar and baking soda in a glass,Does the position where baking soda is added affect the foam distribution in the glass?,"Yes, adding it to the center promotes even distribution, but foam will form regardless of position.",Physics,Physics - Motion
97,Sora,,.,./Sora/1vs6lrpIdBLRB3rVQyQ2fe95MESBV36de.mp4,A man mixes Vinegar and baking soda in a glass,Does the position where baking soda is added affect the foam distribution in the glass?,"Yes, adding it to the center promotes even distribution, but foam will form regardless of position.",Physics,Physics - Constraints and Properties
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,Does the man use the north pole of his magnet to approach the south pole of the other magnet?,No,Physics,Physics - Constraints and Properties
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,What occurs when the north pole of one magnet approaches the north pole of another?,They repel each other,Physics,Physics - Motion
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,Should the magnets touch each other in the demonstration?,"No, they repel each other before touching.",Physics,Physics - Constraints and Properties
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,"Does the video depict any unnatural movements of the magnets, like sudden jerks or floating?","No, the magnets only exhibit natural repelling movements.",Physics,Physics - Motion
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,Do the magnets change in appearance or shape during the video?,"No, the magnets retain their original appearance and shape.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,Is specific safety equipment required for the magnet demonstration shown in the video?,"No, typical magnets used in such demonstrations do not require safety equipment.",Common sense reasoning,Common Sense - Knowledge
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,Does the repulsion strength between the magnets increase as they approach each other in the video?,"Yes, the repelling force increases as they get closer.",Physics,Physics - Motion
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,Should the background or table move during the video?,"No, both the background and table should remain static and consistent throughout the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Spatial Dynamics
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,Are there any scenes in the video where gravity does not affect the magnets correctly?,"No, all scenes correctly depict the magnets affected by gravity.",Physics,Physics - Motion
98,Sora,,.,./Sora/1ud2GznzAlY5wMmR0cTfe9nOPfOqloWeY.mp4,a man is using the north pole of a magnet to approach the north pole of another magnet,"Do any objects, including magnets, change color unnaturally in the video?","No, all objects maintain consistent coloring throughout the video.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls in the video start from the same height?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do both balls in the video start from the same height?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Which ball bounces higher when it hits the floor?,The green ball,Physics,Physics - Motion
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Which ball bounces higher when it hits the floor?,The green ball,Physics,Physics - Motion
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls hit the floor at the same time in the video?,Yes,Physics,Physics - Motion
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls hit the floor at the same time in the video?,Yes,Physics,Physics - Motion
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls differ in elasticity based on their bounce heights?,"Yes, the green ball is more elastic since it bounces higher.",Physics,Physics - Motion
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls differ in elasticity based on their bounce heights?,"Yes, the green ball is more elastic since it bounces higher.",Physics,Physics - Motion
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do both balls follow an upward trajectory after hitting the floor in the video?,Yes,Physics,Physics - Motion
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do both balls follow an upward trajectory after hitting the floor in the video?,Yes,Physics,Physics - Motion
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the ball colors remain the same throughout the video?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the ball colors remain the same throughout the video?,Yes,Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls in the video bounce only once or multiple times?,"The problem does not specify, but both should follow the same pattern, whether bouncing once or multiple times.",Physics,Physics - Motion
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls in the video bounce only once or multiple times?,"The problem does not specify, but both should follow the same pattern, whether bouncing once or multiple times.",Physics,Physics - Motion
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls slow down at the peak of their bounce?,"Yes, due to gravity.",Physics,Physics - Motion
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls slow down at the peak of their bounce?,"Yes, due to gravity.",Physics,Physics - Motion
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls retain their shape and size throughout the video despite bouncing impacts?,"Yes, they should maintain their shape and size.",Physics,Physics - Constraints and Properties
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Do the balls retain their shape and size throughout the video despite bouncing impacts?,"Yes, they should maintain their shape and size.",Physics,Physics - Constraints and Properties
99,Veo2,,.,./Veo2/1BYfjWl00si2y7fsGi-QUjgmMD9EMcYL2.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Is there a moment in the video where one ball is stationary while the other moves?,"No, both balls are released simultaneously and hit the floor at the same time, starting their motion together.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
99,Sora,,.,./Sora/1-AMZkX2-xdK1jeF6bDtGc5wPZvMG33Op.mp4,"Two balls—a green ball and a red ball—are simultaneously released from the same height. After hitting the floor, both follow an upward trajectory, but the green ball, being more elastic, bounces significantly higher than the red ball. Let's think step by step to first reason the prompt, then generate a video that strictly follows the prompt description.",Is there a moment in the video where one ball is stationary while the other moves?,"No, both balls are released simultaneously and hit the floor at the same time, starting their motion together.",Spatial-temporal consistency,Spatial-temporal Consistency - Temporal Dynamics
100,Veo2,,.,./Veo2/16Msqu8j2R8VaWjTwn6PPxC2pYgMmFxYC.mp4,"A man kicked an iron door with his foot, and the impact left a large, deep dent in its surface.",Did the man use his hand to make the dent in the iron door?,"No, he used his foot.",Alignment,Physics - Motion
100,Sora,,.,./Sora/1S9y0rO9TzzpvmFQiMsn4rqBRVbDjsIHi.mp4,"A man kicked an iron door with his foot, and the impact left a large, deep dent in its surface.",Did the man use his hand to make the dent in the iron door?,"No, he used his foot.",Alignment,Physics - Motion
100,Veo2,,.,./Veo2/16Msqu8j2R8VaWjTwn6PPxC2pYgMmFxYC.mp4,"A man kicked an iron door with his foot, and the impact left a large, deep dent in its surface.",What material is the door in the video made from?,Iron,Alignment,Alignment - Entity Properties
100,Sora,,.,./Sora/1S9y0rO9TzzpvmFQiMsn4rqBRVbDjsIHi.mp4,"A man kicked an iron door with his foot, and the impact left a large, deep dent in its surface.",What material is the door in the video made from?,Iron,Alignment,Alignment - Entity Properties
100,Veo2,,.,./Veo2/16Msqu8j2R8VaWjTwn6PPxC2pYgMmFxYC.mp4,"A man kicked an iron door with his foot, and the impact left a large, deep dent in its surface.",Does the door remain undamaged after being kicked by the man?,"No, it has a large, deep dent.",Physics,Physics - Constraints and Properties
100,Sora,,.,./Sora/1S9y0rO9TzzpvmFQiMsn4rqBRVbDjsIHi.mp4,"A man kicked an iron door with his foot, and the impact left a large, deep dent in its surface.",Does the door remain unchanged after being kicked by the man?,"No, it has a large, deep dent after being kicked.",Physics,Spatial-temporal Consistency - Temporal Dynamics
100,Veo2,,.,./Veo2/16Msqu8j2R8VaWjTwn6PPxC2pYgMmFxYC.mp4,"A man kicked an iron door with his foot, and the impact left a large, deep dent in its surface.",Is the dent on the iron door small and shallow?,"No, it is large and deep.",Alignment,Alignment - Entity Properties
100,Sora,,.,./Sora/1S9y0rO9TzzpvmFQiMsn4rqBRVbDjsIHi.mp4,"A man kicked an iron door with his foot, and the impact left a large, deep dent in its surface.",Is the dent on the iron door small and shallow?,"No, it is large and deep.",Alignment,Alignment - Entity Properties
100,Veo2,,.,./Veo2/16Msqu8j2R8VaWjTwn6PPxC2pYgMmFxYC.mp4,"A man kicked an iron door with his foot, and the impact left a large, deep dent in its surface.",Does the dent appear instantly when the man's foot contacts the door?,"Yes, the dent appears instantly when the man's foot contacts the door.",Physics,Spatial-temporal Consistency - Temporal Dynamics
